Total Duplicate Percentage	2.047263228236438
Duplication Level	Relative count
1	100.0
2	1.0295212106177127
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10++	0.0031009675018605805
