Total Duplicate Percentage	2.214324767632586
Duplication Level	Relative count
1	100.0
2	1.1182555213866368
3	0.009318796011555308
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10++	0.0
